Iteration	Posterior	Likelihood	Prior	clado_prob	clado_rates[1]	clado_rates[2]	clado_rates[3]	clado_rates[4]	clado_rates[5]	clado_rates[6]	clado_rates[7]	clado_rates[8]	clado_rates[9]	clado_rates[10]	clado_rates[11]	clado_rates[12]	clado_rates[13]	clado_rates[14]	clado_rates[15]	clado_rates[16]	clado_rates[17]	clado_rates[18]	clado_rates[19]	clado_rates[20]	clado_rates[21]	clado_rates[22]	clado_rates[23]	clado_rates[24]	clado_rates[25]	clado_rates[26]	clado_rates[27]	clado_rates[28]	clado_rates[29]	clado_rates[30]	clado_rates[31]	clado_rates[32]	clado_rates[33]	clado_rates[34]	clado_rates[35]	clado_rates[36]	clado_rates[37]	clado_rates[38]	clado_rates[39]	clado_rates[40]	clado_rates[41]	clado_rates[42]	clado_rates[43]	clado_rates[44]	clado_rates[45]	delta[1]	delta[2]	delta[3]	delta[4]	delta[5]	delta_prop[1]	delta_prop[2]	delta_prop[3]	delta_prop[4]	delta_prop[5]	ma_base_rate	R_0[1]	R_0[2]	R_0[3]	R_0[4]	R_0[5]	R_0_param[1]	R_0_param[2]	R_0_param[3]	R_0_param[4]	R_0_param[5]	sum_rates[1]	sum_rates[2]	sum_rates[3]	sum_rates[4]	sum_rates[5]
210	-994.7347	-1010.86	16.12547	0.02768144	0.123367	0.000439158	0.000439158	0.000442939	0.000442939	0.000433668	0.000433668	0.000440279	0.000440279	0.0011297	0.0011297	0.317544	0.00113977	0.00113977	0.00111591	0.00111591	0.00113293	0.00113293	0.000693655	0.000693655	0.000693862	0.000693862	0.196656	0.000685189	0.000685189	0.000695634	0.000695634	0.000676116	0.000676116	0.000676318	0.000676318	0.000682142	0.000682142	0.187671	0.000678045	0.000678045	0.000868922	0.000868922	0.000869183	0.000869183	0.000876667	0.000876667	0.000858318	0.000858318	0.244866	0.00141474	0.00144513	0.00231865	0.000177026	0.00170416	0.01395	0.0142454	0.0226611	0.00176713	0.0167561	0.0001756996	1.2511	3.21932	1.97671	1.92673	2.47617	1.2511	3.21932	1.97671	1.92673	2.47617	0.126879	0.326581	0.202193	0.193097	0.251812
220	-999.4775	-1015.528	16.05	0.02033501	0.138362	0.000358437	0.000358437	0.000358688	0.000358688	0.000355022	0.000355022	0.000363461	0.000363461	0.000781529	0.000781529	0.300737	0.000780849	0.000780849	0.000772869	0.000772869	0.000791239	0.000791239	0.00055062	0.00055062	0.000549757	0.000549757	0.21203	0.000544518	0.000544518	0.000557461	0.000557461	0.000506935	0.000506935	0.00050614	0.00050614	0.000506494	0.000506494	0.193213	0.000513234	0.000513234	0.000615063	0.000615063	0.000614099	0.000614099	0.000614528	0.000614528	0.000608247	0.000608247	0.239997	0.00131331	0.00115449	0.00122521	0.000190622	0.00257211	0.0129629	0.0114131	0.0121038	0.00190259	0.0250761	0.0002050239	1.39404	3.03476	2.13811	1.96848	2.38835	1.39404	3.03476	2.13811	1.96848	2.38835	0.141234	0.30699	0.216435	0.197278	0.244901
230	-993.9298	-1009.893	15.96333	0.03126898	0.14036	0.000578253	0.000578253	0.000569924	0.000569924	0.00056442	0.00056442	0.000569868	0.000569868	0.00104545	0.00104545	0.264569	0.0010521	0.0010521	0.00104194	0.00104194	0.001052	0.001052	0.0008949	0.0008949	0.000913755	0.000913755	0.223207	0.000891896	0.000891896	0.000900505	0.000900505	0.000874142	0.000874142	0.00089256	0.00089256	0.000879703	0.000879703	0.215924	0.000879618	0.000879618	0.00102123	0.00102123	0.00104275	0.00104275	0.00102773	0.00102773	0.00101781	0.00101781	0.254693	0.00068737	0.00280882	0.00132792	0.000349386	0.00131805	0.00682678	0.0273208	0.0131052	0.00348169	0.013009	0.0002073364	1.43901	2.65647	2.27392	2.22118	2.59494	1.43901	2.65647	2.27392	2.22118	2.59494	0.144925	0.272952	0.230409	0.222976	0.262912
240	-1000.019	-1013.728	13.70952	0.02731469	0.117483	0.000413011	0.000413011	0.000428685	0.000428685	0.00040992	0.00040992	0.000414512	0.000414512	0.00104924	0.00104924	0.29936	0.0010907	0.0010907	0.00104295	0.00104295	0.00105464	0.00105464	0.000519064	0.000519064	0.000519845	0.000519845	0.153715	0.000515954	0.000515954	0.000521734	0.000521734	0.000748277	0.000748277	0.000749404	0.000749404	0.000777843	0.000777843	0.211894	0.000752127	0.000752127	0.000797873	0.000797873	0.000799075	0.000799075	0.000829399	0.000829399	0.000793093	0.000793093	0.22847	0.000938805	0.00109078	0.00492712	0.000334013	0.00145807	0.00930073	0.0107901	0.0469575	0.00332901	0.0143712	0.0004789926	1.19659	3.04446	1.50611	2.17119	2.3151	1.19659	3.04446	1.50611	2.17119	2.3151	0.120815	0.307835	0.157868	0.217949	0.234908
250	-989.3274	-1005.197	15.86976	0.02921847	0.131981	0.000499963	0.000499963	0.000500429	0.000500429	0.000494377	0.000494377	0.000502748	0.000502748	0.00117854	0.00117854	0.315413	0.00118776	0.00118776	0.0011734	0.0011734	0.00119327	0.00119327	0.000808721	0.000808721	0.00081429	0.00081429	0.21664	0.000805191	0.000805191	0.000818826	0.000818826	0.000815364	0.000815364	0.000820978	0.000820978	0.000821744	0.000821744	0.215777	0.000825552	0.000825552	0.000922646	0.000922646	0.000929	0.000929	0.000929866	0.000929866	0.00091862	0.00091862	0.248303	0.000661872	0.00135503	0.00144951	0.000222537	0.00191962	0.0065752	0.0133692	0.014288	0.00222043	0.0188347	0.0001857586	1.3506	3.20563	2.19971	2.21778	2.50959	1.3506	3.20563	2.19971	2.21778	2.50959	0.135976	0.324879	0.223134	0.222345	0.255703
260	-999.0384	-1014.849	15.81099	0.03721479	0.128789	0.000632022	0.000632022	0.000657466	0.000657466	0.000616472	0.000616472	0.000630241	0.000630241	0.00140644	0.00140644	0.295653	0.001486	0.001486	0.00139335	0.00139335	0.00142447	0.00142447	0.00060295	0.00060295	0.000612403	0.000612403	0.131851	0.000597336	0.000597336	0.000610677	0.000610677	0.000952379	0.000952379	0.000967309	0.000967309	0.00100625	0.00100625	0.195277	0.000964584	0.000964584	0.00113071	0.00113071	0.00114844	0.00114844	0.00119467	0.00119467	0.00112018	0.00112018	0.23702	0.00130378	0.00289196	0.00703413	0.00036047	0.00260202	0.01287	0.0281067	0.0657186	0.00359175	0.0253603	0.0002656286	1.32046	2.9845	1.27947	2.02096	2.39939	1.32046	2.9845	1.27947	2.02096	2.39939	0.133862	0.307074	0.136697	0.203058	0.246208
270	-997.2228	-1009.974	12.75111	0.01478388	0.136118	0.000256053	0.000256053	0.000259278	0.000259278	0.000253805	0.000253805	0.000255198	0.000255198	0.000596342	0.000596342	0.318842	0.000605592	0.000605592	0.000592809	0.000592809	0.000596062	0.000596062	0.000273622	0.000273622	0.000274409	0.000274409	0.148138	0.000272	0.000272	0.000273493	0.000273493	0.000377195	0.000377195	0.000378279	0.000378279	0.000383045	0.000383045	0.199902	0.000377018	0.000377018	0.00054307	0.00054307	0.000544632	0.000544632	0.000551493	0.000551493	0.000539852	0.000539852	0.289391	0.00105699	0.00134764	0.00262443	0.000458188	0.00100956	0.0104593	0.0132972	0.0255731	0.00456098	0.00999469	0.0005487336	1.36715	3.19323	1.46516	2.01976	2.90798	1.36715	3.19323	1.46516	2.01976	2.90798	0.138166	0.323624	0.150326	0.202933	0.293749
280	-997.1679	-1013.296	16.12795	0.02970191	0.109811	0.000419427	0.000419427	0.000429273	0.000429273	0.0004162	0.0004162	0.000428566	0.000428566	0.00124377	0.00124377	0.32447	0.00127069	0.00127069	0.00123199	0.00123199	0.0012686	0.0012686	0.000612568	0.000612568	0.000611473	0.000611473	0.163556	0.000606767	0.000606767	0.000624796	0.000624796	0.000781205	0.000781205	0.000779809	0.000779809	0.000798115	0.000798115	0.202229	0.0007968	0.0007968	0.000870635	0.000870635	0.000869079	0.000869079	0.00088948	0.00088948	0.00086239	0.00086239	0.232076	0.00140838	0.00122708	0.00360336	0.000448046	0.00343268	0.0138882	0.012122	0.0347804	0.00446047	0.0331876	0.0001885641	1.116	3.30349	1.627	2.0749	2.31243	1.116	3.30349	1.627	2.0749	2.31243	0.113198	0.3345	0.168467	0.208541	0.23906
290	-994.8184	-1010.887	16.0683	0.03009774	0.141049	0.000557962	0.000557962	0.00055807	0.00055807	0.00054711	0.00054711	0.000550682	0.000550682	0.00105164	0.00105164	0.276482	0.00107267	0.00107267	0.00105161	0.00105161	0.00105847	0.00105847	0.000791826	0.000791826	0.000807508	0.000807508	0.208217	0.000791804	0.000791804	0.000796973	0.000796973	0.00078242	0.00078242	0.000797915	0.000797915	0.000798071	0.000798071	0.201703	0.000787506	0.000787506	0.00104511	0.00104511	0.00106581	0.00106581	0.00106601	0.00106601	0.00104508	0.00104508	0.271181	0.000304038	0.00229049	0.0023104	0.000301182	0.000956034	0.00303116	0.022392	0.0225822	0.00300278	0.0094698	0.000184202	1.44986	2.78679	2.0983	2.07337	2.76949	1.44986	2.78679	2.0983	2.07337	2.76949	0.145477	0.284951	0.214593	0.208035	0.279625
300	-994.361	-1009.033	14.67207	0.02036694	0.125969	0.000329828	0.000329828	0.000336106	0.000336106	0.000326534	0.000326534	0.000331284	0.000331284	0.000791237	0.000791237	0.30675	0.000812355	0.000812355	0.000789219	0.000789219	0.000800701	0.000800701	0.000413595	0.000413595	0.000416703	0.000416703	0.163397	0.000412541	0.000412541	0.000418542	0.000418542	0.00049973	0.00049973	0.000503485	0.000503485	0.000513068	0.000513068	0.191803	0.000505707	0.000505707	0.000622775	0.000622775	0.000627455	0.000627455	0.000639397	0.000639397	0.000621187	0.000621187	0.242506	0.000678948	0.00143544	0.00336611	0.000422245	0.00188316	0.00674369	0.0141512	0.0325649	0.0042047	0.0184835	0.0003802887	1.27721	3.08697	1.61362	1.94967	2.42972	1.27721	3.08697	1.61362	1.94967	2.42972	0.128617	0.313137	0.166719	0.195846	0.247528
310	-1000.056	-1015.779	15.72383	0.03375779	0.11935	0.00051323	0.00051323	0.000525639	0.000525639	0.000510676	0.000510676	0.00052605	0.00052605	0.00149865	0.00149865	0.337905	0.00151136	0.00151136	0.00146834	0.00146834	0.00151254	0.00151254	0.000814326	0.000814326	0.000801846	0.000801846	0.188048	0.000797855	0.000797855	0.000821876	0.000821876	0.000943627	0.000943627	0.000929165	0.000929165	0.00095163	0.00095163	0.211703	0.000952375	0.000952375	0.00099099	0.00099099	0.000975802	0.000975802	0.000999395	0.000999395	0.000970945	0.000970945	0.229023	0.00237888	0.000809827	0.00324719	0.000308074	0.00332803	0.0232361	0.00803321	0.0314506	0.00307128	0.0322084	0.0002256759	1.20649	3.46901	1.88497	2.18427	2.2939	1.20649	3.46901	1.88497	2.18427	2.2939	0.123501	0.349887	0.19452	0.219257	0.236897
320	-991.0326	-1006.692	15.65941	0.03528951	0.126545	0.000577879	0.000577879	0.000578674	0.000578674	0.000573642	0.000573642	0.000583201	0.000583201	0.00145111	0.00145111	0.316938	0.00145121	0.00145121	0.00143859	0.00143859	0.00146256	0.00146256	0.000914166	0.000914166	0.000912975	0.000912975	0.199939	0.000906282	0.000906282	0.000921383	0.000921383	0.000940106	0.000940106	0.000938881	0.000938881	0.000940174	0.000940174	0.203825	0.000947528	0.000947528	0.00111467	0.00111467	0.00111322	0.00111322	0.00111475	0.00111475	0.00110506	0.00110506	0.245699	0.0012899	0.00115798	0.0012972	0.000416359	0.0020896	0.0127347	0.0114473	0.0128059	0.00414632	0.0204683	0.00023559	1.29503	3.24771	2.04599	2.10405	2.49474	1.29503	3.24771	2.04599	2.10405	2.49474	0.131172	0.328545	0.207249	0.211358	0.254594
330	-993.8589	-1009.212	15.35274	0.04145577	0.142855	0.000785143	0.000785143	0.000780336	0.000780336	0.000771546	0.000771546	0.000779888	0.000779888	0.00155369	0.00155369	0.29218	0.00156988	0.00156988	0.0015522	0.0015522	0.00156898	0.00156898	0.0010069	0.0010069	0.00102366	0.00102366	0.188194	0.00100593	0.00100593	0.00101681	0.00101681	0.00114701	0.00114701	0.00116611	0.00116611	0.00115897	0.00115897	0.211968	0.00115831	0.00115831	0.00140938	0.00140938	0.00143284	0.00143284	0.00142407	0.00142407	0.00140803	0.00140803	0.263269	0.000420389	0.00209212	0.00146715	0.000324106	0.00140894	0.00418629	0.0204925	0.0144594	0.00323059	0.0138936	0.0002761712	1.48409	2.9857	1.93494	2.20421	2.70839	1.48409	2.9857	1.93494	2.20421	2.70839	0.149089	0.30467	0.196301	0.221228	0.274618
340	-992.8869	-1007.633	14.74635	0.02082684	0.126009	0.000336957	0.000336957	0.000336029	0.000336029	0.000332931	0.000332931	0.000338958	0.000338958	0.000879791	0.000879791	0.332816	0.000882428	0.000882428	0.000874293	0.000874293	0.00089012	0.00089012	0.000551092	0.000551092	0.000554272	0.000554272	0.207898	0.000547648	0.000547648	0.000557562	0.000557562	0.000624734	0.000624734	0.000628338	0.000628338	0.000626606	0.000626606	0.233506	0.000632069	0.000632069	0.00066017	0.00066017	0.000663979	0.000663979	0.000662149	0.000662149	0.000656045	0.000656045	0.251218	0.00082746	0.00140924	0.00112968	0.000197437	0.0020113	0.0082067	0.0138965	0.0111706	0.00197048	0.0197164	0.0003166049	1.27633	3.35171	2.09948	2.38003	2.51503	1.27633	3.35171	2.09948	2.38003	2.51503	0.128699	0.339869	0.212319	0.23853	0.256503
350	-991.7932	-1007.43	15.6368	0.03709945	0.131516	0.000637229	0.000637229	0.000641614	0.000641614	0.000630279	0.000630279	0.000638471	0.000638471	0.00151858	0.00151858	0.317221	0.00153829	0.00153829	0.00151111	0.00151111	0.00153075	0.00153075	0.00100822	0.00100822	0.00101432	0.00101432	0.212059	0.00100326	0.00100326	0.0010163	0.0010163	0.000990458	0.000990458	0.000996453	0.000996453	0.00100331	0.00100331	0.204644	0.000998396	0.000998396	0.00117957	0.00117957	0.00118671	0.00118671	0.00119488	0.00119488	0.00117377	0.00117377	0.246886	0.000992808	0.00160404	0.00230329	0.000495937	0.00180216	0.00983049	0.0157872	0.0225143	0.0049349	0.0177026	0.0002310102	1.35241	3.24242	2.15271	2.1148	2.51859	1.35241	3.24242	2.15271	2.1148	2.51859	0.136611	0.329419	0.220143	0.212621	0.256356
360	-996.7039	-1012.526	15.82238	0.03482858	0.128882	0.000578774	0.000578774	0.000592495	0.000592495	0.000575564	0.000575564	0.000582417	0.000582417	0.00152433	0.00152433	0.336445	0.00155357	0.00155357	0.00150918	0.00150918	0.00152714	0.00152714	0.000537224	0.000537224	0.000534848	0.000534848	0.121385	0.000531882	0.000531882	0.000538215	0.000538215	0.000912279	0.000912279	0.000908244	0.000908244	0.000929775	0.000929775	0.200238	0.000913961	0.000913961	0.00115155	0.00115155	0.00114646	0.00114646	0.00117363	0.00117363	0.0011401	0.0011401	0.255765	0.00134263	0.000894457	0.00328622	0.000334865	0.00152947	0.0132484	0.00886528	0.0318166	0.00333748	0.0150643	0.0002136229	1.31764	3.45495	1.21764	2.06771	2.61002	1.31764	3.45495	1.21764	2.06771	2.61002	0.133541	0.348673	0.125669	0.207566	0.264988
370	-991.3777	-1007.579	16.20169	0.04122441	0.128758	0.000700214	0.000700214	0.000708425	0.000708425	0.00069114	0.00069114	0.000702464	0.000702464	0.00159608	0.00159608	0.300479	0.0016339	0.0016339	0.00159403	0.00159403	0.00162015	0.00162015	0.000951345	0.000951345	0.0009626	0.0009626	0.181201	0.000950126	0.000950126	0.000965693	0.000965693	0.00111456	0.00111456	0.00112775	0.00112775	0.00114097	0.00114097	0.207109	0.00113137	0.00113137	0.00121159	0.00121159	0.00122593	0.00122593	0.0012403	0.0012403	0.00121004	0.00121004	0.228829	0.000576495	0.00176633	0.0029597	0.000447627	0.00209335	0.00573191	0.0173568	0.0287462	0.00445632	0.0205042	0.000183984	1.33525	3.07959	1.8356	2.15052	2.33774	1.33525	3.07959	1.8356	2.15052	2.33774	0.134363	0.313367	0.188861	0.216139	0.238604
380	-992.3332	-1008.364	16.03108	0.01963107	0.132268	0.00033525	0.00033525	0.000343007	0.000343007	0.000330507	0.000330507	0.000334242	0.000334242	0.000767174	0.000767174	0.310368	0.000794834	0.000794834	0.000765867	0.000765867	0.000774523	0.000774523	0.000384051	0.000384051	0.000388899	0.000388899	0.158967	0.000383397	0.000383397	0.00038773	0.00038773	0.000590622	0.000590622	0.000598078	0.000598078	0.000611917	0.000611917	0.235562	0.000596281	0.000596281	0.000669443	0.000669443	0.000677894	0.000677894	0.00069358	0.00069358	0.000668303	0.000668303	0.270016	0.000369029	0.00163606	0.0039878	0.000198143	0.0013306	0.00367672	0.0160972	0.0383488	0.00197751	0.0131313	0.0001537742	1.34421	3.11487	1.55932	2.39804	2.71807	1.34421	3.11487	1.55932	2.39804	2.71807	0.134954	0.316573	0.162055	0.240356	0.275435
390	-992.5482	-1008.482	15.93409	0.02775867	0.119608	0.000427062	0.000427062	0.000436375	0.000436375	0.000424656	0.000424656	0.000429755	0.000429755	0.00122431	0.00122431	0.343204	0.00125157	0.00125157	0.00121796	0.00121796	0.00123258	0.00123258	0.000599878	0.000599878	0.000600148	0.000600148	0.171828	0.000596767	0.000596767	0.000603933	0.000603933	0.000724576	0.000724576	0.000724902	0.000724902	0.000740711	0.000740711	0.201972	0.000729474	0.000729474	0.000896565	0.000896565	0.000896968	0.000896968	0.00091653	0.00091653	0.000891915	0.000891915	0.252914	0.000806102	0.000851444	0.00305084	0.000283228	0.00148744	0.00799656	0.00844256	0.0296052	0.00282428	0.0146564	0.0001818073	1.22039	3.50023	1.71501	2.07152	2.56322	1.22039	3.50023	1.71501	2.07152	2.56322	0.123044	0.353057	0.176629	0.207811	0.260118
400	-996.8898	-1012.396	15.50646	0.02785806	0.130428	0.000472436	0.000472436	0.000475174	0.000475174	0.000463896	0.000463896	0.000473291	0.000473291	0.000956079	0.000956079	0.269901	0.0009724	0.0009724	0.000949321	0.000949321	0.000968547	0.000968547	0.000549774	0.000549774	0.000555938	0.000555938	0.1561	0.000545888	0.000545888	0.000556944	0.000556944	0.000787934	0.000787934	0.000796768	0.000796768	0.000801385	0.000801385	0.218413	0.00079821	0.00079821	0.000916306	0.000916306	0.000926579	0.000926579	0.000931948	0.000931948	0.000909829	0.000909829	0.259141	0.00115537	0.00228949	0.00288216	0.000440403	0.00247457	0.0114218	0.0223824	0.0280142	0.00438472	0.0241482	0.0002925885	1.32633	2.71421	1.56075	2.23687	2.6013	1.32633	2.71421	1.56075	2.23687	2.6013	0.134197	0.277594	0.160517	0.224781	0.26651
410	-993.3709	-1009.715	16.34402	0.04116849	0.134455	0.000730248	0.000730248	0.000740841	0.000740841	0.000718981	0.000718981	0.000736685	0.000736685	0.00157015	0.00157015	0.296053	0.00161197	0.00161197	0.0015644	0.0015644	0.00160293	0.00160293	0.00086202	0.00086202	0.000872324	0.000872324	0.164892	0.000858865	0.000858865	0.000880013	0.000880013	0.00112903	0.00112903	0.00114253	0.00114253	0.0011591	0.0011591	0.209595	0.0011526	0.0011526	0.00110524	0.00110524	0.00111845	0.00111845	0.00113468	0.00113468	0.0011012	0.0011012	0.210231	0.000657312	0.00186047	0.00333805	0.000288871	0.00275839	0.0065302	0.0182649	0.0323022	0.00288039	0.0268435	0.0001868426	1.39312	3.03125	1.66417	2.17964	2.13372	1.39312	3.03125	1.66417	2.17964	2.13372	0.140309	0.308752	0.171838	0.218761	0.21915
420	-993.838	-1009.548	15.71018	0.02227408	0.132695	0.000384888	0.000384888	0.000381876	0.000381876	0.000376658	0.000376658	0.000380959	0.000380959	0.00076693	0.00076693	0.274316	0.000775054	0.000775054	0.000764464	0.000764464	0.000773192	0.000773192	0.000656891	0.000656891	0.000669085	0.000669085	0.233118	0.000654778	0.000654778	0.000662254	0.000662254	0.000604411	0.000604411	0.000615631	0.000615631	0.000610812	0.000610812	0.211563	0.000609345	0.000609345	0.000740932	0.000740932	0.000754687	0.000754687	0.00074878	0.00074878	0.000738549	0.000738549	0.262311	0.000659869	0.00252855	0.00172606	0.000336126	0.00148173	0.00655543	0.0246619	0.0169678	0.00335	0.0146009	0.0002347573	1.34828	2.73646	2.34384	2.15658	2.6437	1.34828	2.73646	2.34384	2.15658	2.6437	0.135744	0.280476	0.238404	0.216444	0.268277
430	-993.4569	-1008.92	15.46314	0.03387106	0.130295	0.000581656	0.000581656	0.000575249	0.000575249	0.000569737	0.000569737	0.000584067	0.000584067	0.00125632	0.00125632	0.292032	0.00126568	0.00126568	0.00125355	0.00125355	0.00128508	0.00128508	0.000860741	0.000860741	0.000876814	0.000876814	0.197876	0.000858847	0.000858847	0.000880447	0.000880447	0.000898578	0.000898578	0.000915358	0.000915358	0.000905274	0.000905274	0.204595	0.000919151	0.000919151	0.000951161	0.000951161	0.000968923	0.000968923	0.000958249	0.000958249	0.000949068	0.000949068	0.222015	0.000696066	0.0025764	0.00144645	0.000474449	0.00300146	0.00691254	0.0251169	0.0142583	0.00472209	0.02914	0.0002942949	1.33931	2.94679	2.01893	2.10768	2.23102	1.33931	2.94679	2.01893	2.10768	2.23102	0.134916	0.302154	0.20483	0.211872	0.229669
440	-995.1214	-1009.769	14.64733	0.03646644	0.133946	0.000637118	0.000637118	0.000640925	0.000640925	0.000628791	0.000628791	0.000631517	0.000631517	0.00144634	0.00144634	0.307387	0.00146288	0.00146288	0.00143519	0.00143519	0.00144141	0.00144141	0.000931089	0.000931089	0.000936146	0.000936146	0.199065	0.000923911	0.000923911	0.000927917	0.000927917	0.000897634	0.000897634	0.00090251	0.00090251	0.000907903	0.000907903	0.188279	0.000894576	0.000894576	0.001279	0.001279	0.00128594	0.00128594	0.00129363	0.00129363	0.00126914	0.00126914	0.269433	0.0011587	0.00170815	0.00231591	0.000378876	0.000814097	0.0114542	0.0167947	0.0226349	0.00377446	0.00807523	0.0003490329	1.37423	3.13663	2.01922	1.94667	2.77372	1.37423	3.13663	2.01922	1.94667	2.77372	0.139023	0.318958	0.206503	0.195484	0.279689
450	-995.063	-1011.082	16.01905	0.03034782	0.135427	0.0005316	0.0005316	0.000534704	0.000534704	0.000524255	0.000524255	0.000533674	0.000533674	0.00114715	0.00114715	0.294211	0.00115773	0.00115773	0.00113511	0.00113511	0.00115551	0.00115551	0.000821041	0.000821041	0.000823804	0.000823804	0.211802	0.000812422	0.000812422	0.000827018	0.000827018	0.000961281	0.000961281	0.000964516	0.000964516	0.000970147	0.000970147	0.243134	0.000968279	0.000968279	0.000901458	0.000901458	0.000904491	0.000904491	0.000909772	0.000909772	0.000891995	0.000891995	0.232099	0.00127905	0.00161989	0.00221315	0.000215884	0.00201637	0.012629	0.0159407	0.0216523	0.00215419	0.0197652	0.0001689645	1.37901	2.98583	2.13702	2.50203	2.34633	1.37901	2.98583	2.13702	2.50203	2.34633	0.139675	0.303402	0.218371	0.250863	0.239315
460	-990.777	-1006.887	16.11029	0.02260325	0.125846	0.000367306	0.000367306	0.000369196	0.000369196	0.000362158	0.000362158	0.000368269	0.000368269	0.000892434	0.000892434	0.311707	0.000905701	0.000905701	0.000888436	0.000888436	0.000903427	0.000903427	0.000522852	0.000522852	0.000527909	0.000527909	0.18356	0.00052051	0.00052051	0.000529293	0.000529293	0.000626317	0.000626317	0.000632375	0.000632375	0.000635628	0.000635628	0.215692	0.000634032	0.000634032	0.000709724	0.000709724	0.000716589	0.000716589	0.000720275	0.000720275	0.000706545	0.000706545	0.24854	0.000638142	0.00161151	0.00213431	0.000187296	0.00187782	0.00634095	0.0158595	0.0208971	0.00186946	0.018432	0.0001721557	1.27939	3.13857	1.8388	2.20268	2.49601	1.27939	3.13857	1.8388	2.20268	2.49601	0.128779	0.318887	0.187761	0.220749	0.254246
470	-997.4723	-1012.569	15.09626	0.0245432	0.126777	0.000400688	0.000400688	0.000411008	0.000411008	0.000391757	0.000391757	0.000396382	0.000396382	0.000894008	0.000894008	0.285653	0.000921546	0.000921546	0.00087838	0.00087838	0.00088875	0.00088875	0.000507885	0.000507885	0.000510383	0.000510383	0.166459	0.000499007	0.000499007	0.000504898	0.000504898	0.000713603	0.000713603	0.000717114	0.000717114	0.000735584	0.000735584	0.222928	0.000709407	0.000709407	0.000845062	0.000845062	0.00084922	0.00084922	0.000871093	0.000871093	0.000830291	0.000830291	0.267112	0.00205003	0.00255208	0.00519346	0.000266176	0.00144987	0.0200885	0.0248857	0.0493705	0.00265469	0.0142915	0.000319935	1.27356	2.85553	1.62222	2.27931	2.6992	1.27356	2.85553	1.62222	2.27931	2.6992	0.129977	0.292819	0.170503	0.22868	0.273904
480	-989.5807	-1005.385	15.80412	0.02926845	0.142724	0.000542889	0.000542889	0.00054253	0.00054253	0.000535806	0.000535806	0.000540172	0.000540172	0.00116251	0.00116251	0.311306	0.00117249	0.00117249	0.00115796	0.00115796	0.0011674	0.0011674	0.000725793	0.000725793	0.000732514	0.000732514	0.194231	0.000722957	0.000722957	0.000728847	0.000728847	0.000823951	0.000823951	0.00083158	0.00083158	0.00083103	0.00083103	0.217766	0.000827418	0.000827418	0.00102194	0.00102194	0.0010314	0.0010314	0.00103072	0.00103072	0.00101795	0.00101795	0.272294	0.00069865	0.00163107	0.00156387	0.000305082	0.00112238	0.00693802	0.0160489	0.0153979	0.00304154	0.0110992	0.000193994	1.46007	3.15545	1.97006	2.23649	2.77391	1.46007	3.15545	1.97006	2.23649	2.77391	0.147047	0.320626	0.200051	0.224394	0.280498
490	-996.6484	-1011.993	15.34417	0.03993321	0.133023	0.000695971	0.000695971	0.000708448	0.000708448	0.000688744	0.000688744	0.000702255	0.000702255	0.00154673	0.00154673	0.299359	0.00158435	0.00158435	0.00154029	0.00154029	0.0015705	0.0015705	0.00110818	0.00110818	0.00111515	0.00111515	0.218327	0.00110357	0.00110357	0.00112522	0.00112522	0.0010652	0.0010652	0.0010719	0.0010719	0.00109112	0.00109112	0.204023	0.00108158	0.00108158	0.00121735	0.00121735	0.001225	0.001225	0.00124696	0.00124696	0.00121228	0.00121228	0.237737	0.000761818	0.00139533	0.003213	0.000342478	0.00231081	0.00756058	0.0137612	0.0311298	0.0034131	0.0225861	0.0002808054	1.37508	3.0752	2.20329	2.11784	2.42032	1.37508	3.0752	2.20329	2.11784	2.42032	0.138614	0.311843	0.227231	0.212642	0.24754
500	-995.058	-1011.326	16.26761	0.04019009	0.123395	0.000646589	0.000646589	0.00066092	0.00066092	0.000639394	0.000639394	0.000652766	0.000652766	0.00154827	0.00154827	0.296134	0.00158436	0.00158436	0.00153275	0.00153275	0.00156481	0.00156481	0.000737755	0.000737755	0.000738583	0.000738583	0.144237	0.000730364	0.000730364	0.000745638	0.000745638	0.00113923	0.00113923	0.0011405	0.0011405	0.00116578	0.00116578	0.215473	0.0011514	0.0011514	0.00109458	0.00109458	0.00109581	0.00109581	0.00112009	0.00112009	0.00108361	0.00108361	0.211358	0.00139783	0.0015116	0.00376142	0.000382017	0.00248128	0.0137856	0.0148909	0.0362507	0.00380563	0.024212	0.000201671	1.2679	3.0394	1.44829	2.23641	2.14877	1.2679	3.0394	1.44829	2.23641	2.14877	0.128594	0.308595	0.150141	0.224667	0.220147
510	-999.1755	-1013.701	14.52575	0.02203395	0.0990924	0.000275536	0.000275536	0.000276879	0.000276879	0.000271289	0.000271289	0.000273998	0.000273998	0.000829386	0.000829386	0.290761	0.000822862	0.000822862	0.000806249	0.000806249	0.0008143	0.0008143	0.000549166	0.000549166	0.000542204	0.000542204	0.193462	0.000533846	0.000533846	0.000539178	0.000539178	0.000561749	0.000561749	0.000554628	0.000554628	0.000557331	0.000557331	0.193899	0.000551532	0.000551532	0.000731439	0.000731439	0.000722166	0.000722166	0.000725686	0.000725686	0.000711035	0.000711035	0.254993	0.00305665	0.0017501	0.00224603	0.000181757	0.00118221	0.0296599	0.0172	0.0219669	0.00181427	0.011684	0.0003756673	0.983197	2.92199	1.93475	1.97908	2.57691	0.983197	2.92199	1.93475	1.97908	2.57691	0.101288	0.297307	0.197791	0.19835	0.260773
