Iteration	Posterior	Likelihood	Prior	clado_prob	clado_rates[1]	clado_rates[2]	clado_rates[3]	clado_rates[4]	clado_rates[5]	clado_rates[6]	clado_rates[7]	clado_rates[8]	clado_rates[9]	clado_rates[10]	clado_rates[11]	clado_rates[12]	clado_rates[13]	clado_rates[14]	clado_rates[15]	clado_rates[16]	clado_rates[17]	clado_rates[18]	clado_rates[19]	clado_rates[20]	clado_rates[21]	clado_rates[22]	clado_rates[23]	clado_rates[24]	clado_rates[25]	clado_rates[26]	clado_rates[27]	clado_rates[28]	clado_rates[29]	clado_rates[30]	clado_rates[31]	clado_rates[32]	clado_rates[33]	clado_rates[34]	clado_rates[35]	clado_rates[36]	clado_rates[37]	clado_rates[38]	clado_rates[39]	clado_rates[40]	clado_rates[41]	clado_rates[42]	clado_rates[43]	clado_rates[44]	clado_rates[45]	delta[1]	delta[2]	delta[3]	delta[4]	delta[5]	delta_param[1]	delta_param[2]	delta_param[3]	delta_param[4]	delta_param[5]	ma_base_rate	R_0[1]	R_0[2]	R_0[3]	R_0[4]	R_0[5]	R_0_param[1]	R_0_param[2]	R_0_param[3]	R_0_param[4]	R_0_param[5]	sum_rates[1]	sum_rates[2]	sum_rates[3]	sum_rates[4]	sum_rates[5]
6960	-999.316	-1010.004	10.68839	0.002521976	0.135868	4.31138e-05	4.31138e-05	4.38537e-05	4.38537e-05	4.27593e-05	4.27593e-05	4.31588e-05	4.31588e-05	9.69787e-05	9.69787e-05	0.308093	9.9042e-05	9.9042e-05	9.65704e-05	9.65704e-05	9.74725e-05	9.74725e-05	4.7353e-05	4.7353e-05	4.75446e-05	4.75446e-05	0.153018	4.71536e-05	4.71536e-05	4.75941e-05	4.75941e-05	6.26197e-05	6.26197e-05	6.2873e-05	6.2873e-05	6.3952e-05	6.3952e-05	0.197302	6.29385e-05	6.29385e-05	7.68049e-05	7.68049e-05	7.71157e-05	7.71157e-05	7.8439e-05	7.8439e-05	7.64816e-05	7.64816e-05	0.244257	0.00107575	0.00148464	0.00322622	0.000650235	0.00159041	0.00107575	0.00148464	0.00322622	0.000650235	0.00159041	0.003020249	1.34761	3.04354	1.48611	1.96523	2.41041	1.34761	3.04354	1.48611	1.96523	2.41041	0.136213	0.308873	0.153397	0.197807	0.244875
6970	-997.366	-1006.892	9.525975	0.001017167	0.133296	1.68992e-05	1.68992e-05	1.71522e-05	1.71522e-05	1.68463e-05	1.68463e-05	1.69417e-05	1.69417e-05	4.52761e-05	4.52761e-05	0.354347	4.57751e-05	4.57751e-05	4.49585e-05	4.49585e-05	4.52132e-05	4.52132e-05	2.47313e-05	2.47313e-05	2.46349e-05	2.46349e-05	0.196455	2.45578e-05	2.45578e-05	2.4697e-05	2.4697e-05	2.73503e-05	2.73503e-05	2.72437e-05	2.72437e-05	2.76517e-05	2.76517e-05	0.213384	2.73124e-05	2.73124e-05	3.46849e-05	3.46849e-05	3.45497e-05	3.45497e-05	3.50671e-05	3.50671e-05	3.44416e-05	3.44416e-05	0.27214	0.00126356	0.000868944	0.00237956	0.000553175	0.00112298	0.00126356	0.000868944	0.00237956	0.000553175	0.00112298	0.002616408	1.31767	3.51652	1.92084	2.12426	2.69392	1.31767	3.51652	1.92084	2.12426	2.69392	0.133431	0.35471	0.196652	0.213603	0.272418
6980	-1000.786	-1010.851	10.06543	0.0006055559	0.110144	8.3389e-06	8.3389e-06	8.46416e-06	8.46416e-06	8.30317e-06	8.30317e-06	8.37075e-06	8.37075e-06	2.57394e-05	2.57394e-05	0.339696	2.61152e-05	2.61152e-05	2.56185e-05	2.56185e-05	2.5827e-05	2.5827e-05	1.47772e-05	1.47772e-05	1.4771e-05	1.4771e-05	0.197952	1.47077e-05	1.47077e-05	1.48275e-05	1.48275e-05	1.47236e-05	1.47236e-05	1.47175e-05	1.47175e-05	1.49385e-05	1.49385e-05	0.193482	1.47737e-05	1.47737e-05	1.97012e-05	1.97012e-05	1.9693e-05	1.9693e-05	1.99888e-05	1.99888e-05	1.96086e-05	1.96086e-05	0.260999	0.00102803	0.000985938	0.00250288	0.000553164	0.00137157	0.00102803	0.000985938	0.00250288	0.000553164	0.00137157	0.002856266	1.0909	3.36584	1.93235	1.92534	2.57624	1.0909	3.36584	1.93235	1.92534	2.57624	0.110211	0.339903	0.19807	0.1936	0.261157
6990	-1004.828	-1015.512	10.68409	7.014263e-05	0.125806	1.10464e-06	1.10464e-06	1.09395e-06	1.09395e-06	1.0937e-06	1.0937e-06	1.11321e-06	1.11321e-06	2.62158e-06	2.62158e-06	0.299388	2.59978e-06	2.59978e-06	2.59917e-06	2.59917e-06	2.64554e-06	2.64554e-06	2.01297e-06	2.01297e-06	2.01573e-06	2.01573e-06	0.227661	1.99577e-06	1.99577e-06	2.03137e-06	2.03137e-06	1.81219e-06	1.81219e-06	1.81468e-06	1.81468e-06	1.79712e-06	1.79712e-06	0.204906	1.82876e-06	1.82876e-06	1.8917e-06	1.8917e-06	1.89429e-06	1.89429e-06	1.87597e-06	1.87597e-06	1.87554e-06	1.87554e-06	0.217712	0.00227491	0.00241512	0.00142454	0.00140101	0.00320997	0.00227491	0.00241512	0.00142454	0.00140101	0.00320997	0.00308118	1.23017	2.92349	2.24479	2.02089	2.10956	1.23017	2.92349	2.24479	2.02089	2.10956	0.125815	0.299409	0.227677	0.204921	0.217727
7000	-1010.523	-1019.358	8.834919	0.0007158102	0.12597	1.14881e-05	1.14881e-05	1.12917e-05	1.12917e-05	1.10544e-05	1.10544e-05	1.13521e-05	1.13521e-05	2.47142e-05	2.47142e-05	0.281119	2.4741e-05	2.4741e-05	2.42213e-05	2.42213e-05	2.48735e-05	2.48735e-05	1.63449e-05	1.63449e-05	1.66473e-05	1.66473e-05	0.18274	1.60189e-05	1.60189e-05	1.64502e-05	1.64502e-05	1.94061e-05	1.94061e-05	1.97652e-05	1.97652e-05	1.94272e-05	1.94272e-05	0.212408	1.95312e-05	1.95312e-05	2.03445e-05	2.03445e-05	2.0721e-05	2.0721e-05	2.03666e-05	2.03666e-05	1.99388e-05	1.99388e-05	0.228675	0.00294827	0.0048531	0.00306003	0.000894962	0.00361159	0.00294827	0.0048531	0.00306003	0.000894962	0.00361159	0.001962859	1.2245	2.68299	1.77441	2.10674	2.20862	1.2245	2.68299	1.77441	2.10674	2.20862	0.12606	0.281316	0.182871	0.212564	0.228837
7010	-1004.698	-1015.352	10.65311	0.001078975	0.122393	1.68401e-05	1.68401e-05	1.66092e-05	1.66092e-05	1.64876e-05	1.64876e-05	1.66795e-05	1.66795e-05	3.9384e-05	3.9384e-05	0.297253	3.95841e-05	3.95841e-05	3.92943e-05	3.92943e-05	3.97516e-05	3.97516e-05	2.8461e-05	2.8461e-05	2.90032e-05	2.90032e-05	0.211865	2.83961e-05	2.83961e-05	2.87266e-05	2.87266e-05	2.36646e-05	2.36646e-05	2.41155e-05	2.41155e-05	2.37848e-05	2.37848e-05	0.174871	2.38855e-05	2.38855e-05	3.50204e-05	3.50204e-05	3.56876e-05	3.56876e-05	3.51983e-05	3.51983e-05	3.49406e-05	3.49406e-05	0.261797	0.00106803	0.00299349	0.00158138	0.000837771	0.0020112	0.00106803	0.00299349	0.00158138	0.000837771	0.0020112	0.003081796	1.21231	2.88925	2.08792	1.73606	2.56913	1.21231	2.88925	2.08792	1.73606	2.56913	0.122527	0.297569	0.212095	0.175062	0.262079
7020	-1000.182	-1007.489	7.307285	0.003516506	0.135303	6.06948e-05	6.06948e-05	6.07134e-05	6.07134e-05	5.9355e-05	5.9355e-05	6.01774e-05	6.01774e-05	0.000122928	0.000122928	0.283396	0.000125048	0.000125048	0.00012225	0.00012225	0.000123944	0.000123944	7.23089e-05	7.23089e-05	7.35334e-05	7.35334e-05	0.16675	7.19102e-05	7.19102e-05	7.29065e-05	7.29065e-05	0.000100009	0.000100009	0.000101703	0.000101703	0.000101734	0.000101734	0.225469	0.000100836	0.000100836	0.000110643	0.000110643	0.000112517	0.000112517	0.000112551	0.000112551	0.000110033	0.000110033	0.252899	0.00080403	0.00251101	0.00254248	0.000248159	0.00163712	0.00080403	0.00251101	0.00254248	0.000248159	0.00163712	0.001571005	1.34697	2.77429	1.6319	2.25704	2.49704	1.34697	2.77429	1.6319	2.25704	2.49704	0.135785	0.284384	0.167332	0.226277	0.253791
7030	-1000.66	-1010.731	10.07119	0.0008666186	0.120867	1.31073e-05	1.31073e-05	1.31899e-05	1.31899e-05	1.28683e-05	1.28683e-05	1.30152e-05	1.30152e-05	3.02923e-05	3.02923e-05	0.279453	3.04895e-05	3.04895e-05	2.97461e-05	2.97461e-05	3.00856e-05	3.00856e-05	2.059e-05	2.059e-05	2.05944e-05	2.05944e-05	0.191144	2.02188e-05	2.02188e-05	2.04496e-05	2.04496e-05	2.25035e-05	2.25035e-05	2.25082e-05	2.25082e-05	2.26499e-05	2.26499e-05	0.203813	2.23499e-05	2.23499e-05	2.56118e-05	2.56118e-05	2.56173e-05	2.56173e-05	2.57786e-05	2.57786e-05	2.515e-05	2.515e-05	0.234614	0.00247575	0.00249742	0.00314278	0.00062804	0.00177657	0.00247575	0.00249742	0.00314278	0.00062804	0.00177657	0.002550531	1.18049	2.72881	1.8548	2.02717	2.30718	1.18049	2.72881	1.8548	2.02717	2.30718	0.120972	0.279694	0.191308	0.203993	0.234818
7040	-1004.709	-1015.257	10.54784	0.0001137042	0.129287	1.86053e-06	1.86053e-06	1.85944e-06	1.85944e-06	1.83203e-06	1.83203e-06	1.8552e-06	1.8552e-06	4.18645e-06	4.18645e-06	0.298164	4.23582e-06	4.23582e-06	4.17339e-06	4.17339e-06	4.22616e-06	4.22616e-06	2.60884e-06	2.60884e-06	2.64115e-06	2.64115e-06	0.185696	2.6007e-06	2.6007e-06	2.63359e-06	2.63359e-06	2.93075e-06	2.93075e-06	2.96705e-06	2.96705e-06	2.96531e-06	2.96531e-06	0.205535	2.95855e-06	2.95855e-06	3.73475e-06	3.73475e-06	3.781e-06	3.781e-06	3.7788e-06	3.7788e-06	3.7231e-06	3.7231e-06	0.265232	0.00162956	0.00288825	0.00282814	0.00131255	0.00259368	0.00162956	0.00288825	0.00282814	0.00131255	0.00259368	0.002998568	1.27228	2.89827	1.80609	2.02895	2.58556	1.27228	2.89827	1.80609	2.02895	2.58556	0.129302	0.298198	0.185717	0.205559	0.265262
7050	-1003.106	-1014.237	11.13104	0.0008195134	0.139905	1.45737e-05	1.45737e-05	1.47535e-05	1.47535e-05	1.43864e-05	1.43864e-05	1.45047e-05	1.45047e-05	2.82872e-05	2.82872e-05	0.280337	2.90957e-05	2.90957e-05	2.83718e-05	2.83718e-05	2.86052e-05	2.86052e-05	1.53176e-05	1.53176e-05	1.55634e-05	1.55634e-05	0.153677	1.53635e-05	1.53635e-05	1.54898e-05	1.54898e-05	1.99932e-05	1.99932e-05	2.0314e-05	2.0314e-05	2.05647e-05	2.05647e-05	0.195595	2.0218e-05	2.0218e-05	2.42424e-05	2.42424e-05	2.46314e-05	2.46314e-05	2.49353e-05	2.49353e-05	2.43149e-05	2.43149e-05	0.239116	0.00104968	0.00267115	0.00393799	0.00135185	0.00218561	0.00104968	0.00267115	0.00393799	0.00135185	0.00218561	0.003219253	1.38565	2.73268	1.47976	1.93144	2.34194	1.38565	2.73268	1.47976	1.93144	2.34194	0.140021	0.280566	0.153801	0.195757	0.239312
7060	-1003.923	-1012.793	8.870644	0.009481282	0.130933	0.000160435	0.000160435	0.000158306	0.000158306	0.000156846	0.000156846	0.00015838	0.00015838	0.00032357	0.00032357	0.276941	0.000326965	0.000326965	0.000323949	0.000323949	0.000327117	0.000327117	0.000215382	0.000215382	0.000220568	0.000220568	0.181898	0.000215634	0.000215634	0.000217743	0.000217743	0.000243118	0.000243118	0.000248972	0.000248972	0.00024567	0.00024567	0.203429	0.000245784	0.000245784	0.000272916	0.000272916	0.000279487	0.000279487	0.00027578	0.00027578	0.000273236	0.000273236	0.230595	0.00057293	0.00299462	0.00162835	0.000690777	0.00167559	0.00057293	0.00299462	0.00162835	0.000690777	0.00167559	0.001985324	1.31434	2.71462	1.80697	2.03967	2.28966	1.31434	2.71462	1.80697	2.03967	2.28966	0.132201	0.279544	0.183637	0.205396	0.232798
7070	-1002.309	-1012.045	9.736606	0.0001667076	0.135011	2.81782e-06	2.81782e-06	2.81374e-06	2.81374e-06	2.77491e-06	2.77491e-06	2.80614e-06	2.80614e-06	5.91921e-06	5.91921e-06	0.284402	5.91889e-06	5.91889e-06	5.8372e-06	5.8372e-06	5.9029e-06	5.9029e-06	4.16646e-06	4.16646e-06	4.17228e-06	4.17228e-06	0.199897	4.10874e-06	4.10874e-06	4.15499e-06	4.15499e-06	5.05942e-06	5.05942e-06	5.06649e-06	5.06649e-06	5.05915e-06	5.05915e-06	0.239389	5.04549e-06	5.04549e-06	5.5766e-06	5.5766e-06	5.58439e-06	5.58439e-06	5.5763e-06	5.5763e-06	5.49934e-06	5.49934e-06	0.26683	0.00191118	0.00205355	0.00190566	0.000499272	0.00163044	0.00191118	0.00205355	0.00190566	0.000499272	0.00163044	0.00256764	1.32501	2.78725	1.96192	2.3824	2.62593	1.32501	2.78725	1.96192	2.3824	2.62593	0.135033	0.284449	0.19993	0.23943	0.266874
7080	-1006.227	-1017.037	10.80962	0.001509438	0.10338	1.94806e-05	1.94806e-05	1.95995e-05	1.95995e-05	1.93016e-05	1.93016e-05	1.97481e-05	1.97481e-05	5.8449e-05	5.8449e-05	0.308448	5.86416e-05	5.86416e-05	5.77503e-05	5.77503e-05	5.9086e-05	5.9086e-05	3.6557e-05	3.6557e-05	3.64549e-05	3.64549e-05	0.194096	3.612e-05	3.612e-05	3.69554e-05	3.69554e-05	4.26152e-05	4.26152e-05	4.24963e-05	4.24963e-05	4.27556e-05	4.27556e-05	0.222823	4.30796e-05	4.30796e-05	4.12253e-05	4.12253e-05	4.11103e-05	4.11103e-05	4.13612e-05	4.13612e-05	4.07325e-05	4.07325e-05	0.220542	0.00146161	0.00117848	0.00179592	0.000248782	0.00256739	0.00146161	0.00117848	0.00179592	0.000248782	0.00256739	0.003287495	1.02045	3.05316	1.9096	2.22606	2.15346	1.02045	3.05316	1.9096	2.22606	2.15346	0.103536	0.308916	0.194389	0.223165	0.22087
7090	-998.6271	-1007.703	9.075832	0.003083939	0.121174	4.69308e-05	4.69308e-05	4.72886e-05	4.72886e-05	4.65559e-05	4.65559e-05	4.698e-05	4.698e-05	0.00012745	0.00012745	0.330124	0.000128627	0.000128627	0.000126634	0.000126634	0.000127788	0.000127788	8.17236e-05	8.17236e-05	8.18541e-05	8.18541e-05	0.213296	8.12002e-05	8.12002e-05	8.19399e-05	8.19399e-05	8.05971e-05	8.05971e-05	8.07258e-05	8.07258e-05	8.13413e-05	8.13413e-05	0.207096	8.08104e-05	8.08104e-05	0.000108561	0.000108561	0.000108735	0.000108735	0.000109564	0.000109564	0.000107866	0.000107866	0.281492	0.00118373	0.00134531	0.00211801	0.00053567	0.0014515	0.00118373	0.00134531	0.00211801	0.00053567	0.0014515	0.002354854	1.20126	3.26749	2.09518	2.0663	2.78323	1.20126	3.26749	2.09518	2.0663	2.78323	0.121549	0.331145	0.213949	0.207743	0.282361
7100	-997.1146	-1006.513	9.398121	0.002474445	0.131841	4.07338e-05	4.07338e-05	4.13364e-05	4.13364e-05	4.05562e-05	4.05562e-05	4.07463e-05	4.07463e-05	0.000101855	0.000101855	0.327309	0.000102991	0.000102991	0.000101047	0.000101047	0.000101521	0.000101521	5.98923e-05	5.98923e-05	5.96776e-05	5.96776e-05	0.195311	5.94176e-05	5.94176e-05	5.96959e-05	5.96959e-05	6.15907e-05	6.15907e-05	6.137e-05	6.137e-05	6.22779e-05	6.22779e-05	0.197058	6.13888e-05	6.13888e-05	8.54552e-05	8.54552e-05	8.51489e-05	8.51489e-05	8.64087e-05	8.64087e-05	8.47779e-05	8.47779e-05	0.274694	0.00153551	0.00117164	0.0026685	0.000730721	0.00120266	0.00153551	0.00117164	0.0026685	0.000730721	0.00120266	0.002430389	1.30169	3.24321	1.90706	1.96114	2.72103	1.30169	3.24321	1.90706	1.96114	2.72103	0.132168	0.328124	0.195788	0.197552	0.275377
7110	-1004.363	-1013.356	8.993534	0.001964835	0.124875	3.05058e-05	3.05058e-05	3.03732e-05	3.03732e-05	3.02188e-05	3.02188e-05	3.15733e-05	3.15733e-05	7.78353e-05	7.78353e-05	0.31398	7.69309e-05	7.69309e-05	7.65398e-05	7.65398e-05	7.99706e-05	7.99706e-05	5.4267e-05	5.4267e-05	5.38706e-05	5.38706e-05	0.217957	5.33638e-05	5.33638e-05	5.57557e-05	5.57557e-05	4.82659e-05	4.82659e-05	4.79133e-05	4.79133e-05	4.77051e-05	4.77051e-05	0.192868	4.959e-05	4.959e-05	5.01296e-05	5.01296e-05	4.97634e-05	4.97634e-05	4.95472e-05	4.95472e-05	4.92953e-05	4.92953e-05	0.209294	0.00240653	0.00165844	0.00121666	0.000702048	0.00521588	0.00240653	0.00165844	0.00121666	0.000702048	0.00521588	0.002097033	1.22181	3.09466	2.15761	1.91901	1.99311	1.22181	3.09466	2.15761	1.91901	1.99311	0.12512	0.314603	0.218391	0.193255	0.209692
7120	-1001.848	-1010.391	8.543022	0.004004811	0.124391	6.23346e-05	6.23346e-05	6.50058e-05	6.50058e-05	6.22642e-05	6.22642e-05	6.29285e-05	6.29285e-05	0.000162675	0.000162675	0.322693	0.00016914	0.00016914	0.000162007	0.000162007	0.000163735	0.000163735	7.57146e-05	7.57146e-05	7.54892e-05	7.54892e-05	0.156629	7.5404e-05	7.5404e-05	7.62084e-05	7.62084e-05	0.000105152	0.000105152	0.000104839	0.000104839	0.000109332	0.000109332	0.208352	0.000105838	0.000105838	0.00012477	0.00012477	0.000124398	0.000124398	0.000129729	0.000129729	0.000124258	0.000124258	0.249861	0.00134181	0.00104006	0.0053698	0.000925994	0.00200273	0.00134181	0.00104006	0.0053698	0.000925994	0.00200273	0.001970763	1.23238	3.20656	1.49245	2.07271	2.4594	1.23238	3.20656	1.49245	2.07271	2.4594	0.124896	0.324008	0.157235	0.209203	0.250867
7130	-1005.134	-1014.521	9.386717	0.007143342	0.102401	9.27945e-05	9.27945e-05	9.3351e-05	9.3351e-05	9.1393e-05	9.1393e-05	9.29399e-05	9.29399e-05	0.000260694	0.000260694	0.292078	0.000264253	0.000264253	0.000258711	0.000258711	0.00026309	0.00026309	0.000148666	0.000148666	0.000149797	0.000149797	0.167562	0.000147535	0.000147535	0.000150032	0.000150032	0.000167684	0.000167684	0.00016896	0.00016896	0.000169974	0.000169974	0.185034	0.000169225	0.000169225	0.000229762	0.000229762	0.00023151	0.00023151	0.000232898	0.000232898	0.000228014	0.000228014	0.257825	0.00151326	0.00228583	0.00289919	0.000740962	0.00244606	0.00151326	0.00228583	0.00289919	0.000740962	0.00244606	0.002262243	1.016	2.87605	1.64012	1.84994	2.5348	1.016	2.87605	1.64012	1.84994	2.5348	0.103142	0.294172	0.168754	0.186385	0.259669
7140	-1001.692	-1010.987	9.294808	0.003248219	0.133057	5.4507e-05	5.4507e-05	5.52968e-05	5.52968e-05	5.37725e-05	5.37725e-05	5.39085e-05	5.39085e-05	0.000122467	0.000122467	0.302341	0.000124943	0.000124943	0.000121499	0.000121499	0.000121807	0.000121807	5.27181e-05	5.27181e-05	5.30159e-05	5.30159e-05	0.132034	5.23014e-05	5.23014e-05	5.24337e-05	5.24337e-05	8.46039e-05	8.46039e-05	8.50819e-05	8.50819e-05	8.63147e-05	8.63147e-05	0.206052	8.41476e-05	8.41476e-05	0.000109907	0.000109907	0.000110528	0.000110528	0.000112129	0.000112129	0.000109038	0.000109038	0.268354	0.00138778	0.00196054	0.00343792	0.000586489	0.000840955	0.00138778	0.00196054	0.00343792	0.000586489	0.000840955	0.002257946	1.31663	2.97494	1.28061	2.05518	2.66983	1.31663	2.97494	1.28061	2.05518	2.66983	0.133492	0.303323	0.132455	0.206732	0.269237
7150	-1000.839	-1011.37	10.53095	0.001343504	0.129267	2.19612e-05	2.19612e-05	2.18674e-05	2.18674e-05	2.16272e-05	2.16272e-05	2.22025e-05	2.22025e-05	4.99527e-05	4.99527e-05	0.300097	5.02499e-05	5.02499e-05	4.9698e-05	4.9698e-05	5.10201e-05	5.10201e-05	2.81392e-05	2.81392e-05	2.84281e-05	2.84281e-05	0.168327	2.79957e-05	2.79957e-05	2.87405e-05	2.87405e-05	3.46058e-05	3.46058e-05	3.49611e-05	3.49611e-05	3.48117e-05	3.48117e-05	0.204737	3.53453e-05	3.53453e-05	3.89714e-05	3.89714e-05	3.93715e-05	3.93715e-05	3.92033e-05	3.92033e-05	3.87727e-05	3.87727e-05	0.236699	0.00115218	0.0021907	0.00175398	0.000636423	0.00331362	0.00115218	0.0021907	0.00175398	0.000636423	0.00331362	0.002866595	1.27966	2.94059	1.65648	2.03716	2.29415	1.27966	2.94059	1.65648	2.03716	2.29415	0.129442	0.300499	0.168554	0.205016	0.237011
7160	-1003.098	-1011.8	8.702137	0.009135134	0.131849	0.000151328	0.000151328	0.000156291	0.000156291	0.000150817	0.000150817	0.000154448	0.000154448	0.000381184	0.000381184	0.329425	0.000392085	0.000392085	0.000378353	0.000378353	0.000387463	0.000387463	0.000206126	0.000206126	0.000205289	0.000205289	0.183979	0.000204595	0.000204595	0.000209521	0.000209521	0.000210324	0.000210324	0.00020947	0.00020947	0.000216339	0.000216339	0.181151	0.000213788	0.000213788	0.000254237	0.000254237	0.000253204	0.000253204	0.000261507	0.000261507	0.000252348	0.000252348	0.224245	0.00159734	0.00118469	0.00450271	0.000842728	0.00327088	0.00159734	0.00118469	0.00450271	0.000842728	0.00327088	0.00198444	1.30973	3.2857	1.77675	1.81293	2.19145	1.30973	3.2857	1.77675	1.81293	2.19145	0.133075	0.332504	0.18563	0.182851	0.226288
7170	-1001.223	-1009.607	8.383771	0.006019249	0.119188	8.99977e-05	8.99977e-05	8.98188e-05	8.98188e-05	8.90429e-05	8.90429e-05	8.98089e-05	8.98089e-05	0.000232889	0.000232889	0.306902	0.000231851	0.000231851	0.000229848	0.000229848	0.000231826	0.000231826	0.000154327	0.000154327	0.000153945	0.000153945	0.202968	0.000152312	0.000152312	0.000153622	0.000153622	0.000169088	0.000169088	0.00016867	0.00016867	0.000168334	0.000168334	0.22046	0.000168316	0.000168316	0.000213196	0.000213196	0.000212669	0.000212669	0.000212246	0.000212246	0.000210413	0.000210413	0.280361	0.00146691	0.001216	0.00101474	0.000142118	0.00100365	0.00146691	0.001216	0.00101474	0.000142118	0.00100365	0.002025519	1.18176	3.05051	2.02146	2.2148	2.79256	1.18176	3.05051	2.02146	2.2148	2.79256	0.119905	0.308755	0.204197	0.221809	0.282059
7180	-1003.351	-1012.583	9.232053	0.004944548	0.126412	7.8744e-05	7.8744e-05	7.91168e-05	7.91168e-05	7.84524e-05	7.84524e-05	7.88483e-05	7.88483e-05	0.000190158	0.000190158	0.307019	0.000191604	0.000191604	0.000189995	0.000189995	0.000190954	0.000190954	0.000149661	0.000149661	0.000150089	0.000150089	0.242779	0.000149533	0.000149533	0.000150288	0.000150288	0.000132954	0.000132954	0.000133334	0.000133334	0.000133965	0.000133965	0.213866	0.000133511	0.000133511	0.000168813	0.000168813	0.000169295	0.000169295	0.000170097	0.000170097	0.000168668	0.000168668	0.272917	0.000942759	0.0012315	0.00171075	0.000856579	0.00136558	0.000942759	0.0012315	0.00171075	0.000856579	0.00136558	0.002432892	1.25854	3.04791	2.39882	2.13103	2.70578	1.25854	3.04791	2.39882	2.13103	2.70578	0.127042	0.308544	0.243978	0.214933	0.274271
7190	-1003.071	-1012.375	9.303786	0.002305256	0.109699	3.15534e-05	3.15534e-05	3.17544e-05	3.17544e-05	3.11394e-05	3.11394e-05	3.18569e-05	3.18569e-05	9.43856e-05	9.43856e-05	0.325451	9.45965e-05	9.45965e-05	9.27644e-05	9.27644e-05	9.49018e-05	9.49018e-05	6.24386e-05	6.24386e-05	6.21819e-05	6.21819e-05	0.216666	6.13661e-05	6.13661e-05	6.278e-05	6.278e-05	5.62389e-05	5.62389e-05	5.60077e-05	5.60077e-05	5.63645e-05	5.63645e-05	0.191373	5.65465e-05	5.65465e-05	6.90718e-05	6.90718e-05	6.87879e-05	6.87879e-05	6.92261e-05	6.92261e-05	6.78854e-05	6.78854e-05	0.240457	0.00207455	0.00165501	0.00230258	0.000321305	0.00263279	0.00207455	0.00165501	0.00230258	0.000321305	0.00263279	0.0023393	1.07718	3.20892	2.12279	1.91201	2.3483	1.07718	3.20892	2.12279	1.91201	2.3483	0.109952	0.326204	0.217163	0.191823	0.241007
7200	-1002.048	-1011.149	9.101276	0.01076424	0.145582	0.000198413	0.000198413	0.00020162	0.00020162	0.000197819	0.000197819	0.000199891	0.000199891	0.000428831	0.000428831	0.315908	0.000436635	0.000436635	0.000428403	0.000428403	0.00043289	0.00043289	0.000243894	0.000243894	0.000244382	0.000244382	0.182574	0.00024365	0.00024365	0.000246202	0.000246202	0.000248399	0.000248399	0.000248896	0.000248896	0.000252919	0.000252919	0.182441	0.00025075	0.00025075	0.000315194	0.000315194	0.000315824	0.000315824	0.00032093	0.00032093	0.000314879	0.000314879	0.233924	0.00133302	0.00153582	0.00317716	0.00123179	0.00229214	0.00133302	0.00153582	0.00317716	0.00123179	0.00229214	0.002134897	1.4523	3.14515	1.78878	1.82182	2.31171	1.4523	3.14515	1.78878	1.82182	2.31171	0.147177	0.319362	0.184531	0.184442	0.236458
7210	-1002.789	-1012.105	9.315728	0.01564545	0.133929	0.000268193	0.000268193	0.000274272	0.000274272	0.00026554	0.00026554	0.000268252	0.000268252	0.000553529	0.000553529	0.280816	0.000570561	0.000570561	0.000552396	0.000552396	0.000558038	0.000558038	0.000298689	0.000298689	0.000301056	0.000301056	0.154965	0.000298078	0.000298078	0.000301122	0.000301122	0.000394369	0.000394369	0.000397494	0.000397494	0.000406503	0.000406503	0.198092	0.000397581	0.000397581	0.000477854	0.000477854	0.00048164	0.00048164	0.000492557	0.000492557	0.000476876	0.000476876	0.242478	0.000987777	0.00178791	0.004095	0.000780991	0.00181031	0.000987777	0.00178791	0.004095	0.000780991	0.00181031	0.002166465	1.34726	2.80268	1.51235	1.99681	2.41951	1.34726	2.80268	1.51235	1.99681	2.41951	0.136081	0.285285	0.157363	0.201284	0.246335
7220	-1006.472	-1014.426	7.953937	0.0137378	0.126555	0.000215919	0.000215919	0.000215907	0.000215907	0.00021419	0.00021419	0.000218183	0.000218183	0.000554431	0.000554431	0.312025	0.000543252	0.000543252	0.00053893	0.00053893	0.000548977	0.000548977	0.000319704	0.000319704	0.000313274	0.000313274	0.179915	0.000310765	0.000310765	0.000316559	0.000316559	0.000360834	0.000360834	0.000353577	0.000353577	0.000353558	0.000353558	0.201446	0.000357285	0.000357285	0.000356183	0.000356183	0.00034902	0.00034902	0.000349001	0.000349001	0.000346225	0.000346225	0.202556	0.00366749	0.00158244	0.00157712	0.000769077	0.00264768	0.00366749	0.00158244	0.00157712	0.000769077	0.00264768	0.001718125	1.23778	3.11443	1.79588	2.02693	2.0008	1.23778	3.11443	1.79588	2.02693	2.0008	0.128283	0.316396	0.182435	0.204296	0.205357
